area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,class
1635,3004,4686,75.20430996,49.68676033,415.9604615,45.62616196,0.5457471,0.544274301,0.75065857,Basal Cell Carcinoma (BCC)
4179,6156,9800,100.0982135,68.88171365,526.2152955,72.9442805,0.548356335,0.678849903,0.725576713,Basal Cell Carcinoma (BCC)
31819,55965,78470,360.4338139,204.8570639,2637.631781,201.2789335,0.535299623,0.568551773,0.822778261,Basal Cell Carcinoma (BCC)
5957,8617,14279,136.8049724,75.42289779,695.2457787,87.09011407,0.543234849,0.69130788,0.834295894,Basal Cell Carcinoma (BCC)
2099,3116,3813,90.33594361,37.84058472,388.6112191,51.69651637,0.548090587,0.673620026,0.908038205,Basal Cell Carcinoma (BCC)
4434,5141,7304,86.08865624,68.34867087,395.2975106,75.13683611,0.539108159,0.862478117,0.608004562,Basal Cell Carcinoma (BCC)
1347,2058,3036,71.32882432,34.49039347,343.2619767,41.41320643,0.554885693,0.65451895,0.875321849,Basal Cell Carcinoma (BCC)
1118,1408,1961,53.82330163,28.2707991,235.7939392,37.72905791,0.554938767,0.794034091,0.850946704,Basal Cell Carcinoma (BCC)
1733,2117,2747,69.081687,36.65486355,258.3025612,46.97365358,0.549010772,0.818611242,0.847621254,Basal Cell Carcinoma (BCC)
38511,49502,97185,347.7573295,185.981666,1338.672186,221.4356071,0.097835872,0.777968567,0.84497677,Basal Cell Carcinoma (BCC)
19052,26334,47580,249.3885818,128.7386774,1026.392965,155.7490283,0.111033134,0.723475355,0.856457701,Basal Cell Carcinoma (BCC)
12553,15592,28525,197.2403224,107.6515041,749.7239174,126.4237952,0.135543775,0.805092355,0.837922961,Basal Cell Carcinoma (BCC)
29439,38642,76729,311.1449718,165.2686026,1050.162518,193.6050076,0.142234544,0.761839449,0.847269844,Basal Cell Carcinoma (BCC)
19566,24684,49126,251.4354375,131.8387686,832.8954903,157.8360065,0.154161884,0.792659212,0.851506271,Basal Cell Carcinoma (BCC)
13138,15305,30430,198.232629,108.7145133,637.5340546,129.3360783,0.161715425,0.858412284,0.836203773,Basal Cell Carcinoma (BCC)
13703,17166,32578,201.8444623,111.4761794,730.7178208,132.0878552,0.155562413,0.79826401,0.833653696,Basal Cell Carcinoma (BCC)
19711,23513,44935,244.3618821,133.5531451,836.002092,158.4197736,0.168731449,0.838302216,0.837434062,Basal Cell Carcinoma (BCC)
19019,21898,42622,234.3746517,131.1759774,820.4812768,155.6140832,0.183035897,0.868526806,0.828705435,Basal Cell Carcinoma (BCC)
23895,30359,59976,278.8634465,148.629166,984.2213921,174.4249378,0.179483308,0.787081261,0.84612665,Basal Cell Carcinoma (BCC)
14965,20023,37149,219.7325662,116.4415778,781.5523446,138.036335,0.201580625,0.747390501,0.848045088,Basal Cell Carcinoma (BCC)
7201,8253,16129,142.4346371,80.27595042,487.5929291,95.7527961,0.24164306,0.872531201,0.826048855,Basal Cell Carcinoma (BCC)
16348,20505,40608,232.1753037,121.0215678,800.1675683,144.2737678,0.211876848,0.797268959,0.853403528,Basal Cell Carcinoma (BCC)
8583,11048,18582,155.5760721,88.03971039,583.0548699,104.5381032,0.291012343,0.776882694,0.824477367,Basal Cell Carcinoma (BCC)
2400,2709,4810,78.66226745,45.98120908,260.5391052,55.27906392,0.326994639,0.88593577,0.811365192,Basal Cell Carcinoma (BCC)
1218,1640,2805,61.71258106,30.05539168,231.3441918,39.38027127,0.55801315,0.742682927,0.873389638,Basal Cell Carcinoma (BCC)
120720,437760,444416,1602.649401,386.8770092,3817.252055,392.0529018,0.063717244,0.275767544,0.970426097,Basal Cell Carcinoma (BCC)
35623,50862,101032,355.4600578,182.381802,1192.482323,212.9709189,0.066269126,0.700385356,0.85833683,Basal Cell Carcinoma (BCC)
112152,437823,502784,1614.934676,364.8161442,3543.765727,377.8840582,0.07615482,0.256158311,0.974150152,Basal Cell Carcinoma (BCC)
36698,51626,102920,355.1143842,185.8932931,1187.440692,216.1604608,0.081967347,0.710843373,0.852041396,Basal Cell Carcinoma (BCC)
1248,1907,3120,82.90331392,26.72554242,251.7289681,39.86229988,0.411358365,0.654431044,0.946613741,Basal Cell Carcinoma (BCC)
9620,10716,15600,144.0565962,95.21933686,585.6406563,110.6732326,0.359401697,0.897723031,0.750398578,Basal Cell Carcinoma (BCC)
1546,1948,2573,80.81684691,28.0187881,217.746212,44.36697348,0.382605137,0.793634497,0.937977959,Basal Cell Carcinoma (BCC)
1148,1603,2704,53.72912769,31.39344213,227.4507935,38.23191072,0.408644688,0.716157205,0.811544272,Basal Cell Carcinoma (BCC)
1394,1932,3366,66.69653619,34.23646507,246.0071427,42.12951371,0.41415694,0.721532091,0.858199085,Basal Cell Carcinoma (BCC)
19742,27366,42343,261.1194593,114.6013313,1472.2794,158.5443001,0.393773159,0.721406124,0.898543396,Basal Cell Carcinoma (BCC)
1053,1653,2976,63.29386747,28.2607455,286.2203461,36.61586051,0.423273568,0.637023593,0.894783368,Basal Cell Carcinoma (BCC)
5272,7769,10998,147.1646443,54.68590678,676.6244584,81.92996326,0.416408999,0.678594414,0.928394226,Basal Cell Carcinoma (BCC)
12093,15965,26398,192.6261,108.6989492,762.5168107,124.0858002,0.356623677,0.757469464,0.825569664,Basal Cell Carcinoma (BCC)
1038,1534,2263,75.81569865,22.39284254,224.2142495,36.35412834,0.418115246,0.676662321,0.955386367,Basal Cell Carcinoma (BCC)
1265,2591,4200,67.78578679,43.49983717,341.7766953,40.13287959,0.415497684,0.488228483,0.766934785,Basal Cell Carcinoma (BCC)
4412,8642,13200,190.5947063,58.84464363,665.8366158,74.95020261,0.396488078,0.51052997,0.951145733,Basal Cell Carcinoma (BCC)
1295,1736,2184,47.00240367,39.36312137,235.4507935,40.60597506,0.410547704,0.745967742,0.546482703,Basal Cell Carcinoma (BCC)
2032,2670,3549,83.41631924,39.63014222,300.9360749,50.86474963,0.42806181,0.761048689,0.879937966,Basal Cell Carcinoma (BCC)
204268,343582,507822,822.4325911,448.0337674,9216.427663,509.9824461,0.407853839,0.594524742,0.838587743,Basal Cell Carcinoma (BCC)
4117,5947,11448,135.0957782,53.75113377,503.9432175,72.40115473,0.417266044,0.692281823,0.917439953,Basal Cell Carcinoma (BCC)
1487,2282,3552,81.31062474,32.58790556,350.5401513,43.51215006,0.431364484,0.651621385,0.916173068,Basal Cell Carcinoma (BCC)
1879,3266,5254,89.57689292,35.88085171,350.9543648,48.91234103,0.434135322,0.575321494,0.916270866,Basal Cell Carcinoma (BCC)
2917,4072,6478,102.7925337,49.81147847,412.8122292,60.94292208,0.427877017,0.716355599,0.87474548,Basal Cell Carcinoma (BCC)
5419,7376,8866,166.2991601,53.73153019,543.1909089,83.06434309,0.427828642,0.734680043,0.946364272,Basal Cell Carcinoma (BCC)
39697,61560,122400,380.3123087,197.1225006,1407.186904,224.8194614,0.128933673,0.644850552,0.855188304,Basal Cell Carcinoma (BCC)
9933,11440,18256,179.4634555,85.42675723,647.0609665,112.4592744,0.549762079,0.868269231,0.879438788,Basal Cell Carcinoma (BCC)
304297,620212,854568,981.739514,619.7634251,17992.08455,622.4491736,0.604204026,0.490633848,0.775545961,Basal Cell Carcinoma (BCC)
3913,5357,8610,118.6325092,62.09789985,438.1787156,70.58460412,0.604495451,0.730446145,0.85205788,Basal Cell Carcinoma (BCC)
2370,3712,6630,93.41609801,49.35208807,372.4152596,54.9324833,0.582467314,0.638469828,0.849055357,Basal Cell Carcinoma (BCC)
17813,22274,30394,191.302669,137.3627537,987.3757211,150.5995219,0.535071606,0.799721649,0.696002996,Basal Cell Carcinoma (BCC)
481909,716030,828548,1000.894712,778.6437438,17119.86716,783.3170468,0.585353234,0.673029063,0.628329029,Basal Cell Carcinoma (BCC)
1780,2533,3135,52.76905096,51.31168552,382.8477631,47.60636921,0.60862985,0.702724043,0.233394237,Basal Cell Carcinoma (BCC)
1252,1812,2640,47.76792801,39.77821688,239.001046,39.92613067,0.5741194,0.690949227,0.553665737,Basal Cell Carcinoma (BCC)
6874,8649,12376,135.4072819,80.23582249,579.8772004,93.55345333,0.550403608,0.794773962,0.805532382,Basal Cell Carcinoma (BCC)
4140,5454,6020,89.99739373,68.59813012,421.7705986,72.60311092,0.575896463,0.759075908,0.647313917,Basal Cell Carcinoma (BCC)
77955,82382,107016,351.5145243,285.1146041,1421.627596,315.0482324,0.269042724,0.946262533,0.584902876,Basal Cell Carcinoma (BCC)
41679,70183,139527,406.4241553,202.6539157,1430.737157,230.3635192,0.079951818,0.593861761,0.866816856,Basal Cell Carcinoma (BCC)
1924,2390,2940,101.7450571,26.79406448,332.7939392,49.49457429,0.481659356,0.805020921,0.964701688,Basal Cell Carcinoma (BCC)
1292,2204,2944,65.50750556,40.24130584,335.5340546,40.55891384,0.486480062,0.586206897,0.789072026,Basal Cell Carcinoma (BCC)
2160,3782,6580,113.3944244,35.33698786,550.7422074,52.44232467,0.487734424,0.571126388,0.950203864,Basal Cell Carcinoma (BCC)
216478,330904,403910,959.6089199,455.7707747,10623.15872,525.0031906,0.467489529,0.654201823,0.880010241,Basal Cell Carcinoma (BCC)
26740,33976,41654,367.0309746,105.8947579,1349.537193,184.5167348,0.461612696,0.787026136,0.957474705,Basal Cell Carcinoma (BCC)
1312,1629,2576,57.72030824,31.95403494,209.6518036,40.87163176,0.482225002,0.805402087,0.832781876,Basal Cell Carcinoma (BCC)
123964,441256,471040,1555.372201,361.6311332,3658.233765,397.2856239,0.103803351,0.280934424,0.972595306,Basal Cell Carcinoma (BCC)
33123,51625,102885,353.2536346,177.8917613,1249.659992,205.3619084,0.121555575,0.641607748,0.863948112,Basal Cell Carcinoma (BCC)
15624,21216,38110,237.3884561,121.1583234,878.0437226,141.0428823,0.44962807,0.736425339,0.859948976,Basal Cell Carcinoma (BCC)
4234,13866,44132,197.8645438,74.85942534,744.666089,73.42272286,0.557010626,0.305351219,0.925668037,Basal Cell Carcinoma (BCC)
1916,2856,4374,75.76517587,44.49271222,315.3441918,49.39156778,0.594114286,0.670868347,0.809409316,Basal Cell Carcinoma (BCC)
9233,16032,20720,136.2024014,117.7570428,1140.318939,108.4242626,0.59033339,0.575910679,0.502505675,Basal Cell Carcinoma (BCC)
18209,29096,42016,211.1687888,147.6346513,1787.13831,152.264306,0.580462389,0.625824856,0.714993576,Basal Cell Carcinoma (BCC)
3141,4705,7553,88.64849279,53.93047352,389.510714,63.23958736,0.590598695,0.667587673,0.793658816,Basal Cell Carcinoma (BCC)
2337,5165,9603,132.8782773,48.18682581,484.9726548,54.54870132,0.612225639,0.452468538,0.931929753,Basal Cell Carcinoma (BCC)
1179,1684,2501,55.00473011,35.64324664,327.0487732,38.74466961,0.609634369,0.700118765,0.761637527,Basal Cell Carcinoma (BCC)
61307,102240,128968,446.5120142,303.9196945,3870.168973,279.3895073,0.569752952,0.599638106,0.732606059,Basal Cell Carcinoma (BCC)
2119,3276,4884,77.71304437,43.72928853,481.7949853,51.94222363,0.587976,0.646825397,0.826659794,Basal Cell Carcinoma (BCC)
2070,4585,7488,85.63652287,53.99147888,675.2274888,51.33815207,0.612200145,0.451472192,0.776211527,Basal Cell Carcinoma (BCC)
1872,3493,5049,90.12079904,38.0180795,516.138131,48.82114734,0.589352285,0.535929001,0.906662434,Basal Cell Carcinoma (BCC)
2072,3837,6000,125.847491,37.30276908,425.0548699,51.36294712,0.613820698,0.540005212,0.955060015,Basal Cell Carcinoma (BCC)
14817,33172,60564,214.7903024,139.6010254,1364.376767,137.3520671,0.484881485,0.446671892,0.759984663,Basal Cell Carcinoma (BCC)
31480,38501,76422,315.1730848,169.9372511,1135.162518,200.2038483,0.179146008,0.8176411,0.842186029,Basal Cell Carcinoma (BCC)
14613,17609,34476,213.6880596,113.5723911,738.3036072,136.4032605,0.221983553,0.829859731,0.847066551,Basal Cell Carcinoma (BCC)
15644,19425,36234,219.5479503,118.3658914,744.1259377,141.1331266,0.200902202,0.805353925,0.842219631,Basal Cell Carcinoma (BCC)
61727,119060,237133,507.7870857,258.0912856,1939.708766,280.3448901,0.077145984,0.518452881,0.8611997,Basal Cell Carcinoma (BCC)
46362,79452,158100,432.6973761,211.8488159,1584.885389,242.9607618,0.073488963,0.583522127,0.87194692,Basal Cell Carcinoma (BCC)
29192,40602,80352,313.4598891,165.3756834,1080.742207,192.7911014,0.078392177,0.718979361,0.849504332,Basal Cell Carcinoma (BCC)
242732,407040,411648,1188.786068,349.0721947,5133.683692,555.928036,0.159023032,0.596334513,0.95591684,Basal Cell Carcinoma (BCC)
1223,7081,19251,243.9852515,47.02696973,514.0853532,39.46101827,0.227438914,0.172715718,0.981248854,Basal Cell Carcinoma (BCC)
4152,5701,7216,83.50943361,74.86612384,481.6589463,72.70825668,0.285678026,0.728293282,0.443045754,Basal Cell Carcinoma (BCC)
39378,60480,120582,377.1741411,194.3668237,1297.103643,223.9143291,0.070362903,0.65109127,0.856995536,Basal Cell Carcinoma (BCC)
120636,444416,486400,1591.608076,366.3400052,3770.737336,391.916478,0.116874318,0.271448373,0.973150499,Basal Cell Carcinoma (BCC)
45337,77814,155168,413.3602196,212.2843966,1485.778787,240.2599868,0.101708269,0.582632945,0.858054956,Basal Cell Carcinoma (BCC)
2260,3727,21462,340.5115868,9.842067742,721.2396821,53.64253323,0.5031588,0.606385833,0.999582199,Basal Cell Carcinoma (BCC)
1745,2848,21012,251.3679308,10.58158561,582.3340905,47.13600541,0.516129381,0.612710674,0.99911357,Basal Cell Carcinoma (BCC)
371755,466499,699671,787.273457,629.7849264,7414.571532,687.9921271,0.48054442,0.796904173,0.600057306,Basal Cell Carcinoma (BCC)
3250,6873,58058,403.0013585,20.35444438,748.9514062,64.32750983,0.439757115,0.472864833,0.9987237,Basal Cell Carcinoma (BCC)
401310,500054,724460,892.4554646,618.7067387,8266.409194,714.8172925,0.502844944,0.802533326,0.720684267,Basal Cell Carcinoma (BCC)
1188,3315,4664,101.9978851,43.21770458,322.7411614,38.89226889,0.531287576,0.358371041,0.905797071,Basal Cell Carcinoma (BCC)
2099,5369,6969,352.353782,14.77195464,725.002092,51.69651637,0.511708557,0.390948035,0.999120818,Basal Cell Carcinoma (BCC)
4440,7895,64260,421.6980714,17.63708011,791.6976183,75.18765576,0.455230197,0.562381254,0.999124996,Basal Cell Carcinoma (BCC)
57432,112275,224051,490.9089134,247.3707351,1901.957503,270.415779,0.083040065,0.511529726,0.863759938,Basal Cell Carcinoma (BCC)
114847,462848,472064,1609.754347,368.1900403,4172.844984,382.3973614,0.084366189,0.248131136,0.973491225,Basal Cell Carcinoma (BCC)
122673,428544,447488,1550.14465,341.9315748,3836.720092,395.2114809,0.113991862,0.28625532,0.975368788,Basal Cell Carcinoma (BCC)
44203,68625,136875,404.9320055,208.7316738,1398.35238,237.2361853,0.090199599,0.644123862,0.856905586,Basal Cell Carcinoma (BCC)
41394,60030,119712,383.7729094,199.6592756,1289.938167,229.5745581,0.109906242,0.689555222,0.854011762,Basal Cell Carcinoma (BCC)
5427,7884,11310,161.8164972,50.58387199,679.9259736,83.12563389,0.46321422,0.688356164,0.949884785,Basal Cell Carcinoma (BCC)
9766,11182,17680,156.5768976,94.78097003,578.8772004,111.5098982,0.390638523,0.873367913,0.795973274,Basal Cell Carcinoma (BCC)
164738,202077,264870,522.8897219,430.120014,4908.750935,457.9857379,0.394881644,0.8152239,0.568645567,Basal Cell Carcinoma (BCC)
4863,6019,11628,123.0932267,66.72449863,413.3441918,78.68776211,0.393139338,0.807941519,0.840336725,Basal Cell Carcinoma (BCC)
11776,19277,26215,268.2537315,76.77286014,1128.093542,122.4486377,0.45020623,0.610883436,0.958171413,Basal Cell Carcinoma (BCC)
20296,29645,55209,266.7695904,139.9641627,962.0437226,160.7534441,0.339892924,0.684634846,0.851309945,Basal Cell Carcinoma (BCC)
210946,373207,521510,751.1066166,543.9146977,9572.628673,518.2516657,0.494512381,0.565225197,0.689641324,Basal Cell Carcinoma (BCC)
1542,2808,3744,84.20869215,32.91803902,395.6051224,44.30954048,0.527519304,0.549145299,0.92042881,Basal Cell Carcinoma (BCC)
8573,14420,23370,164.8157573,95.98519079,1167.046861,104.4771871,0.528309576,0.594521498,0.812917597,Basal Cell Carcinoma (BCC)
9736,13383,22499,174.6237635,96.58670284,684.9543648,111.3384938,0.43336606,0.727490099,0.83310613,Basal Cell Carcinoma (BCC)
8934,12986,23940,178.1164547,93.04520495,715.3097039,106.6542174,0.453088999,0.687971662,0.852710294,Basal Cell Carcinoma (BCC)
39889,58996,117649,377.6894267,196.4069079,1285.789935,225.3624907,0.102507612,0.676130585,0.854152711,Basal Cell Carcinoma (BCC)
4787,10490,45372,245.9364149,52.24137642,986.5260454,78.07046625,0.391605144,0.456339371,0.977178847,Basal Cell Carcinoma (BCC)
54303,217500,277675,791.9869929,290.9622819,7039.728999,262.9462436,0.199131563,0.249668966,0.930069883,Basal Cell Carcinoma (BCC)
2247,2587,3477,63.00705292,49.16804868,251.1076477,53.4880291,0.318018524,0.868573637,0.625333205,Basal Cell Carcinoma (BCC)
32878,44786,88920,334.0418914,175.1619863,1104.535101,204.6010013,0.105743936,0.734113339,0.851489708,Basal Cell Carcinoma (BCC)
15993,20439,36084,224.9674724,121.7661212,832.5168107,142.6987037,0.227397779,0.782474681,0.840854636,Basal Cell Carcinoma (BCC)
11248,13045,24138,182.8166818,101.1927346,643.4041123,119.6720452,0.253816261,0.862246071,0.832835721,Basal Cell Carcinoma (BCC)
3186,3821,6391,95.47208194,52.64915501,303.7167748,63.69098201,0.312964051,0.833813138,0.8342005,Basal Cell Carcinoma (BCC)
13251,15060,27968,191.2119895,108.6821338,706.374675,129.8910975,0.379692089,0.879880478,0.822762332,Basal Cell Carcinoma (BCC)
1170,1842,3192,50.51608865,41.43679209,248.6934342,38.5965059,0.429577022,0.635179153,0.571977643,Basal Cell Carcinoma (BCC)
149076,197807,249761,708.1542712,309.7151017,3838.068468,435.6712733,0.392846526,0.753643703,0.899288744,Basal Cell Carcinoma (BCC)
52662,80153,121500,446.8301683,206.7885528,2380.703894,258.9427367,0.416919786,0.657018452,0.886467922,Basal Cell Carcinoma (BCC)
5208,6068,8820,104.6705329,65.39164394,427.27417,81.43114606,0.426450842,0.858272907,0.780834564,Basal Cell Carcinoma (BCC)
3134,5035,8448,122.6406088,47.2160225,487.8660531,63.16908052,0.438580718,0.6224429,0.922918654,Basal Cell Carcinoma (BCC)
18795,23124,41310,251.0440785,121.2839058,900.392965,154.6949813,0.356422864,0.812791905,0.875555267,Basal Cell Carcinoma (BCC)
49541,62597,88363,371.83673,214.7077822,2251.487553,251.1524642,0.400242518,0.791427704,0.816443812,Basal Cell Carcinoma (BCC)
7589,12710,16800,172.9975852,75.12936327,1181.1829,98.29860073,0.419195818,0.597088906,0.900778009,Basal Cell Carcinoma (BCC)
2793,5253,7424,139.1858243,43.10939186,536.5168107,59.63353124,0.427710999,0.531696174,0.950826034,Basal Cell Carcinoma (BCC)
1535,2345,3213,61.28157217,42.25136291,286.0071427,44.2088532,0.423069228,0.654584222,0.724321116,Basal Cell Carcinoma (BCC)
1063,1748,2552,54.1505602,36.50091036,260.1787156,36.78931416,0.434161972,0.60812357,0.738673502,Basal Cell Carcinoma (BCC)
1008,1520,1924,53.28902937,31.29619482,241.5218613,35.82492793,0.436283501,0.663157895,0.809375485,Basal Cell Carcinoma (BCC)
1224,2047,3348,57.81750919,39.53212241,313.8061325,39.47714785,0.439897001,0.597948217,0.729726056,Basal Cell Carcinoma (BCC)
7007,10108,15600,143.2571853,90.72506551,628.9726548,94.45416608,0.42905539,0.693213296,0.773904739,Basal Cell Carcinoma (BCC)
13544,17523,23432,170.9530735,112.8529966,905.6072145,131.3192918,0.422335588,0.77292701,0.751142405,Basal Cell Carcinoma (BCC)
5794,9292,13625,147.8094187,73.98574482,832.4589822,85.89033661,0.432675056,0.623547137,0.865708644,Basal Cell Carcinoma (BCC)
9130,10009,16317,153.2016932,88.81475224,545.4629868,107.8177956,0.403812402,0.912179039,0.814812663,Basal Cell Carcinoma (BCC)
109052,134147,176478,442.9282701,347.5873293,3546.697977,372.6249037,0.398816434,0.8129291,0.619814224,Basal Cell Carcinoma (BCC)
1147,1301,1960,48.72427457,30.86951082,184.7167748,38.21525556,0.448435817,0.881629516,0.773697604,Basal Cell Carcinoma (BCC)
33769,41869,68172,306.8403716,176.4250675,1284.985894,207.3548316,0.369306805,0.806539444,0.818172066,Basal Cell Carcinoma (BCC)
13422,17353,31682,227.2476845,106.3644571,808.6589463,130.7265129,0.392615847,0.773468565,0.883699238,Basal Cell Carcinoma (BCC)
2155,3613,4851,104.2035379,39.69215073,350.6051224,52.38159237,0.286246031,0.596457238,0.924612194,Basal Cell Carcinoma (BCC)
13659,16556,22248,197.7673976,99.19358427,807.7127702,131.8756192,0.459670214,0.82501812,0.865118851,Basal Cell Carcinoma (BCC)
4911,6029,7980,97.21021132,74.17294846,471.4985207,79.07515036,0.473849358,0.814562946,0.646379575,Basal Cell Carcinoma (BCC)
1771,2879,3660,66.46176685,43.52632764,425.0670632,47.48586351,0.4918844,0.615144147,0.755708813,Basal Cell Carcinoma (BCC)
211601,295573,451710,695.3549503,462.2246686,7110.826366,519.0556434,0.464233637,0.715900979,0.747081925,Basal Cell Carcinoma (BCC)
1102,1738,3120,67.4105403,30.13690245,345.8122292,37.45810965,0.492486137,0.63406214,0.894501405,Basal Cell Carcinoma (BCC)
4543,6344,9476,90.76562477,75.5498047,586.9493142,76.05476482,0.48798249,0.71610971,0.554233218,Basal Cell Carcinoma (BCC)
4433,6710,9920,151.9182381,52.75686856,519.5462479,75.12836283,0.484701029,0.660655738,0.937764646,Basal Cell Carcinoma (BCC)
1204,1843,2560,60.50139446,34.53196763,357.2325394,39.15329375,0.495030608,0.653282691,0.821114733,Basal Cell Carcinoma (BCC)
7577,13499,20424,130.5398909,117.3077442,1031.993037,98.22085334,0.491982631,0.561300837,0.438696629,Basal Cell Carcinoma (BCC)
7574,9865,12726,127.7110183,92.08458695,588.8893937,98.20140687,0.475377336,0.767764825,0.69289479,Basal Cell Carcinoma (BCC)
3445,3818,4736,83.67898759,59.35891514,378.5573952,66.22922491,0.477577246,0.902304872,0.704841687,Basal Cell Carcinoma (BCC)
25609,32124,63440,283.0806963,152.8776432,965.0376259,180.5723996,0.242469307,0.79719213,0.841633132,Basal Cell Carcinoma (BCC)
2626,4075,6318,79.23937156,60.3788304,525.0498193,57.82323966,0.573882078,0.644417178,0.647600347,Basal Cell Carcinoma (BCC)
18450,22769,45080,244.5943457,128.3052596,818.510714,153.2686191,0.283115408,0.810312267,0.851371342,Basal Cell Carcinoma (BCC)
18952,21289,41173,235.6942895,130.6139239,834.3452378,155.3397433,0.302769825,0.890224999,0.832405719,Basal Cell Carcinoma (BCC)
37988,44661,60250,274.0023299,193.2045588,2000.168794,219.9268602,0.473855545,0.850585522,0.709087865,Basal Cell Carcinoma (BCC)
17808,20389,39798,231.36961,126.8413918,780.6822869,150.5783843,0.287972488,0.873412134,0.836334321,Basal Cell Carcinoma (BCC)
6985,7946,14616,145.3752897,79.20521937,482.6639969,94.30576981,0.367144843,0.879058646,0.838544734,Basal Cell Carcinoma (BCC)
18280,24287,45526,247.8017013,132.1013267,956.8132752,152.5608694,0.36014083,0.752666035,0.846056714,Basal Cell Carcinoma (BCC)
7005,13263,23188,183.4283001,91.22316253,948.3656198,94.44068515,0.409920135,0.52816105,0.867565307,Basal Cell Carcinoma (BCC)
6931,9047,11564,127.0987773,86.08613985,637.8254685,93.94053057,0.398452896,0.766110313,0.73569146,Basal Cell Carcinoma (BCC)
1417,2129,3657,64.86514432,40.19810502,288.6995308,42.4756452,0.410388137,0.66557069,0.784824475,Basal Cell Carcinoma (BCC)
49850,73556,89100,480.180794,168.9613875,1787.437734,251.934498,0.363061742,0.677714938,0.936048744,Basal Cell Carcinoma (BCC)
3786,5148,8107,103.6899641,56.48367741,460.3097039,69.42971206,0.379007301,0.735431235,0.838607458,Basal Cell Carcinoma (BCC)
1935,2283,3120,75.86824701,34.18864194,274.8711037,49.63585921,0.414416042,0.847568988,0.892709927,Basal Cell Carcinoma (BCC)
31946,41209,77658,322.5781036,172.282185,1403.14632,201.6802184,0.366693784,0.775219006,0.845434587,Basal Cell Carcinoma (BCC)
9155,10514,20016,165.2702166,91.08773092,560.0487732,107.9653094,0.528649998,0.87074377,0.834409975,Basal Cell Carcinoma (BCC)
1532,1710,2508,52.73902379,39.05639095,181.6518036,44.16563124,0.609885325,0.895906433,0.671990671,Basal Cell Carcinoma (BCC)
102937,116211,167653,432.0723694,311.3466544,2195.134306,362.0268761,0.54158607,0.885776734,0.693362315,Basal Cell Carcinoma (BCC)
7413,8000,14161,138.9420128,81.52807403,463.3147545,97.15207021,0.566282143,0.926625,0.80974807,Basal Cell Carcinoma (BCC)
3124,3357,5929,89.86998254,52.94346502,294.9533188,63.06821971,0.580724213,0.930592791,0.808051555,Basal Cell Carcinoma (BCC)
33790,41927,70642,324.3729455,178.8757482,1177.281313,207.4192957,0.369416285,0.805924583,0.834207361,Basal Cell Carcinoma (BCC)
102514,162266,258169,573.6885279,266.6701777,4627.453424,361.2822701,0.443086501,0.631765126,0.885397626,Basal Cell Carcinoma (BCC)
32957,49740,96876,333.3767754,176.7263448,1325.322943,204.8466638,0.342846711,0.662585444,0.847928914,Basal Cell Carcinoma (BCC)
26092,36215,65750,307.0010548,163.3160636,1130.831565,182.2672933,0.376632013,0.720474941,0.846761743,Basal Cell Carcinoma (BCC)
24863,29617,58560,278.4991601,150.1517695,900.4224023,177.92289,0.242206171,0.83948408,0.842212178,Basal Cell Carcinoma (BCC)
2193,3944,6528,130.6384748,32.45249665,452.5462479,52.84140726,0.518778594,0.556034483,0.968653817,Basal Cell Carcinoma (BCC)
95364,153880,226600,491.8512943,321.0332958,5345.166194,348.455472,0.467378692,0.619729659,0.75761304,Basal Cell Carcinoma (BCC)
26491,36802,67479,304.2532066,157.5557949,1055.334091,183.6556255,0.267688851,0.71982501,0.855474874,Basal Cell Carcinoma (BCC)
21544,27797,53655,255.9832632,139.5179877,959.3218972,165.6220781,0.292115815,0.775047667,0.838417991,Basal Cell Carcinoma (BCC)
12333,15384,29546,191.3904446,104.8009633,774.0254326,125.3110662,0.332961685,0.801677067,0.836755442,Basal Cell Carcinoma (BCC)
20088,34885,48222,255.0593916,138.3745106,2143.335316,159.927596,0.382241292,0.575834886,0.840043672,Basal Cell Carcinoma (BCC)
9442,16297,23862,186.250228,90.60326445,1119.555483,109.644552,0.424298032,0.579370436,0.873702913,Basal Cell Carcinoma (BCC)
2560,4922,7128,111.0302641,49.15951953,505.9787514,57.09197172,0.422228128,0.520113775,0.896641232,Basal Cell Carcinoma (BCC)
58251,75628,99116,338.2444922,245.1849018,2461.431816,272.3370645,0.39799815,0.770230602,0.688880653,Basal Cell Carcinoma (BCC)
14178,28507,39780,230.1654322,143.5060506,1789.836795,134.3576952,0.417415336,0.497351528,0.781830613,Basal Cell Carcinoma (BCC)
5729,11296,17400,140.8545406,109.3524391,1176.609307,85.40719731,0.427718839,0.50717068,0.630301908,Basal Cell Carcinoma (BCC)
7438,18033,28684,168.4003567,136.1906344,1325.562625,97.31575275,0.419745258,0.412466034,0.588178317,Basal Cell Carcinoma (BCC)
22487,25623,47053,252.82111,142.6044973,1015.505663,169.2079716,0.267737826,0.87760996,0.825738609,Basal Cell Carcinoma (BCC)
13035,14897,28260,193.6905209,106.3096016,718.3036072,128.8280927,0.320975369,0.875008391,0.83591218,Basal Cell Carcinoma (BCC)
23929,59513,91304,278.1318168,182.0784352,1469.121933,174.5489876,0.258632103,0.402080218,0.755933865,Basal Cell Carcinoma (BCC)
